time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,110,0,0,0
1,110,0,0,0
2,110,0,0,0
3,110,0,0,0
4,110,0,0,0
5,110,0,0,0
6,110,0,0,0
7,110,0,0,0
8,110,0,0,0
9,110,0,0,0
10,110,0,0,0
11,110,0,0,0
12,110,0,0,0
13,110,0,0,0
14,110,0,0,0
15,110,0,0,0
16,110,0,0,0
17,110,0,0,0
18,110,0,0,0
19,110,0,0,0
20,110,0,0,0
21,110,0,0,0
22,110,0,0,0
23,110,0,0,0
24,110,0,0,0
25,110,0,0,0
26,110,0,0,0
27,110,0,0,0
28,110,0,0,0
29,110,0,0,0
30,110,0,0,0
31,110,0,0,0
32,110,0,0,0
33,110,0,0,0
34,110,0,0,0
35,110,0,0,0
36,110,0,0,0
37,110,0,0,0
38,110,0,0,0
39,110,0,0,0
40,110,0,0,0
41,110,0,0,0
42,110,0,0,0
43,110,0,0,0
44,110,0,0,0
45,110,0,0,0
46,110,0,0,0
47,110,0,0,0
48,110,0,0,0
49,110,0,0,0
50,110,0,0,0
51,110,0,0,0
52,110,0,0,0
53,110,0,0,0
54,110,0,0,0
55,110,0,0,0
56,110,0,0,0
57,110,0,0,0
58,110,0,0,0
59,110,0,0,0
60,110,0,0,0
61,110,0,0,0
62,110,0,0,0
63,110,0,0,0
64,110,1,1,0
65,110,1,1,0
66,110,1,1,0
67,110,1,1,0
68,110,1,1,0
69,110,1,1,0
70,110,0,1,1
71,110,0,1,1
72,110,0,1,1
73,110,0,1,1
74,110,0,1,1
75,110,0,1,1
76,110,0,1,1
77,110,0,1,1
78,110,1,2,1
79,110,1,2,1
80,110,2,3,1
81,110,5,6,1
82,110,8,9,1
83,110,8,9,1
84,110,10,11,1
85,110,14,15,1
86,110,15,17,2
87,110,23,27,4
88,110,31,35,4
89,110,35,39,4
90,110,40,44,4
91,110,54,59,5
92,110,67,75,8
93,110,86,97,11
94,110,100,113,12
95,110,120,136,13
96,110,142,165,18
97,110,172,201,24
98,110,195,229,28
99,110,236,276,32
