time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,10,0,0,0
1,10,0,0,0
2,10,0,0,0
3,10,0,0,0
4,10,0,0,0
5,10,0,0,0
6,10,0,0,0
7,10,0,0,0
8,10,0,0,0
9,10,0,0,0
10,10,0,0,0
11,10,0,0,0
12,10,0,0,0
13,10,0,0,0
14,10,0,0,0
15,10,0,0,0
16,10,0,0,0
17,10,0,0,0
18,10,0,0,0
19,10,0,0,0
20,10,0,0,0
21,10,0,0,0
22,10,0,0,0
23,10,0,0,0
24,10,0,0,0
25,10,0,0,0
26,10,0,0,0
27,10,0,0,0
28,10,0,0,0
29,10,0,0,0
30,10,0,0,0
31,10,0,0,0
32,10,0,0,0
33,10,0,0,0
34,10,0,0,0
35,10,0,0,0
36,10,0,0,0
37,10,0,0,0
38,10,0,0,0
39,10,0,0,0
40,10,0,0,0
41,10,0,0,0
42,10,0,0,0
43,10,0,0,0
44,10,0,0,0
45,10,0,0,0
46,10,0,0,0
47,10,0,0,0
48,10,0,0,0
49,10,0,0,0
50,10,0,0,0
51,10,0,0,0
52,10,0,0,0
53,10,0,0,0
54,10,0,0,0
55,10,0,0,0
56,10,1,1,0
57,10,1,1,0
58,10,1,1,0
59,10,1,1,0
60,10,1,1,0
61,10,2,2,0
62,10,3,3,0
63,10,3,4,1
64,10,3,4,1
65,10,3,4,1
66,10,4,5,1
67,10,10,11,1
68,10,13,14,1
69,10,18,19,1
70,10,19,20,1
71,10,21,22,1
72,10,25,27,2
73,10,27,29,2
74,10,32,35,3
75,10,39,44,4
76,10,50,58,6
77,10,70,79,6
78,10,72,84,9
79,10,88,101,10
80,10,97,113,12
81,10,107,132,17
82,10,133,159,18
83,10,162,198,25
84,10,181,224,31
85,10,216,267,38
86,10,254,312,42
87,10,311,377,49
88,10,352,432,61
89,10,379,476,72
90,10,435,547,79
91,10,478,614,91
92,10,545,698,105
93,10,626,803,122
94,10,696,895,136
95,10,758,985,152
96,10,801,1076,183
97,10,840,1173,213
98,10,884,1267,245
99,10,915,1359,279
