time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,22,0,0,0
1,22,0,0,0
2,22,0,0,0
3,22,0,0,0
4,22,0,0,0
5,22,0,0,0
6,22,0,0,0
7,22,0,0,0
8,22,0,0,0
9,22,0,0,0
10,22,0,0,0
11,22,0,0,0
12,22,0,0,0
13,22,0,0,0
14,22,0,0,0
15,22,0,0,0
16,22,0,0,0
17,22,0,0,0
18,22,0,0,0
19,22,0,0,0
20,22,0,0,0
21,22,0,0,0
22,22,0,0,0
23,22,0,0,0
24,22,0,0,0
25,22,0,0,0
26,22,0,0,0
27,22,0,0,0
28,22,0,0,0
29,22,0,0,0
30,22,0,0,0
31,22,0,0,0
32,22,0,0,0
33,22,0,0,0
34,22,0,0,0
35,22,0,0,0
36,22,0,0,0
37,22,0,0,0
38,22,0,0,0
39,22,0,0,0
40,22,0,0,0
41,22,0,0,0
42,22,0,0,0
43,22,0,0,0
44,22,0,0,0
45,22,0,0,0
46,22,0,0,0
47,22,0,0,0
48,22,0,0,0
49,22,0,0,0
50,22,0,0,0
51,22,0,0,0
52,22,0,0,0
53,22,0,0,0
54,22,0,0,0
55,22,0,0,0
56,22,0,0,0
57,22,0,0,0
58,22,0,0,0
59,22,0,0,0
60,22,0,0,0
61,22,0,0,0
62,22,0,0,0
63,22,0,0,0
64,22,0,0,0
65,22,0,0,0
66,22,0,0,0
67,22,1,1,0
68,22,1,1,0
69,22,1,1,0
70,22,1,1,0
71,22,1,1,0
72,22,1,1,0
73,22,1,1,0
74,22,1,1,0
75,22,1,1,0
76,22,1,1,0
77,22,2,2,0
78,22,2,2,0
79,22,3,3,0
80,22,4,4,0
81,22,3,4,0
82,22,5,6,0
83,22,7,8,0
84,22,10,12,1
85,22,11,13,1
86,22,12,14,1
87,22,13,16,2
88,22,18,21,2
89,22,19,22,2
90,22,24,28,3
91,22,30,34,3
92,22,40,45,4
93,22,48,55,5
94,22,64,72,5
95,22,78,87,6
96,22,87,99,8
97,22,104,116,8
98,22,129,147,11
99,22,161,181,12
