time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,46,0,0,0
1,46,0,0,0
2,46,0,0,0
3,46,0,0,0
4,46,0,0,0
5,46,0,0,0
6,46,0,0,0
7,46,0,0,0
8,46,0,0,0
9,46,0,0,0
10,46,0,0,0
11,46,0,0,0
12,46,0,0,0
13,46,0,0,0
14,46,0,0,0
15,46,0,0,0
16,46,0,0,0
17,46,0,0,0
18,46,0,0,0
19,46,0,0,0
20,46,0,0,0
21,46,0,0,0
22,46,0,0,0
23,46,0,0,0
24,46,0,0,0
25,46,0,0,0
26,46,0,0,0
27,46,0,0,0
28,46,0,0,0
29,46,0,0,0
30,46,0,0,0
31,46,0,0,0
32,46,0,0,0
33,46,0,0,0
34,46,0,0,0
35,46,0,0,0
36,46,0,0,0
37,46,0,0,0
38,46,0,0,0
39,46,0,0,0
40,46,0,0,0
41,46,0,0,0
42,46,0,0,0
43,46,0,0,0
44,46,0,0,0
45,46,0,0,0
46,46,0,0,0
47,46,0,0,0
48,46,0,0,0
49,46,0,0,0
50,46,0,0,0
51,46,0,0,0
52,46,0,0,0
53,46,0,0,0
54,46,0,0,0
55,46,0,0,0
56,46,0,0,0
57,46,0,0,0
58,46,0,0,0
59,46,0,0,0
60,46,0,0,0
61,46,0,0,0
62,46,0,0,0
63,46,0,0,0
64,46,0,0,0
65,46,0,0,0
66,46,0,0,0
67,46,0,0,0
68,46,0,0,0
69,46,0,0,0
70,46,0,0,0
71,46,0,0,0
72,46,0,0,0
73,46,0,0,0
74,46,0,0,0
75,46,0,0,0
76,46,0,0,0
77,46,0,0,0
78,46,0,0,0
79,46,0,0,0
80,46,1,1,0
81,46,3,3,0
82,46,3,3,0
83,46,5,5,0
84,46,5,5,0
85,46,6,6,0
86,46,8,8,0
87,46,10,11,1
88,46,14,15,1
89,46,19,20,1
90,46,23,24,1
91,46,28,30,2
92,46,33,36,3
93,46,43,46,3
94,46,62,65,3
95,46,73,79,5
96,46,87,95,7
97,46,102,113,9
98,46,132,145,11
99,46,158,177,17
