time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,21,0,0,0
1,21,0,0,0
2,21,0,0,0
3,21,0,0,0
4,21,0,0,0
5,21,0,0,0
6,21,0,0,0
7,21,0,0,0
8,21,0,0,0
9,21,0,0,0
10,21,0,0,0
11,21,0,0,0
12,21,0,0,0
13,21,0,0,0
14,21,0,0,0
15,21,0,0,0
16,21,0,0,0
17,21,0,0,0
18,21,0,0,0
19,21,0,0,0
20,21,0,0,0
21,21,0,0,0
22,21,0,0,0
23,21,0,0,0
24,21,0,0,0
25,21,0,0,0
26,21,0,0,0
27,21,0,0,0
28,21,0,0,0
29,21,0,0,0
30,21,0,0,0
31,21,0,0,0
32,21,0,0,0
33,21,0,0,0
34,21,0,0,0
35,21,0,0,0
36,21,0,0,0
37,21,0,0,0
38,21,0,0,0
39,21,0,0,0
40,21,0,0,0
41,21,0,0,0
42,21,0,0,0
43,21,0,0,0
44,21,0,0,0
45,21,0,0,0
46,21,0,0,0
47,21,0,0,0
48,21,0,0,0
49,21,0,0,0
50,21,0,0,0
51,21,0,0,0
52,21,0,0,0
53,21,0,0,0
54,21,0,0,0
55,21,0,0,0
56,21,0,0,0
57,21,0,0,0
58,21,0,0,0
59,21,0,0,0
60,21,0,0,0
61,21,0,0,0
62,21,0,0,0
63,21,0,0,0
64,21,0,0,0
65,21,0,0,0
66,21,0,0,0
67,21,0,0,0
68,21,0,0,0
69,21,0,0,0
70,21,0,0,0
71,21,0,0,0
72,21,0,0,0
73,21,0,0,0
74,21,0,0,0
75,21,0,0,0
76,21,0,0,0
77,21,0,0,0
78,21,0,0,0
79,21,1,1,0
80,21,2,2,0
81,21,2,2,0
82,21,2,2,0
83,21,3,3,0
84,21,4,4,0
85,21,7,7,0
86,21,9,9,0
87,21,11,11,0
88,21,16,17,1
89,21,18,19,1
90,21,22,23,1
91,21,28,29,1
92,21,31,33,2
93,21,41,45,3
94,21,43,49,4
95,21,48,55,5
96,21,56,66,8
97,21,63,78,12
98,21,75,90,13
99,21,89,106,15
