time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,28,0,0,0
1,28,0,0,0
2,28,0,0,0
3,28,0,0,0
4,28,0,0,0
5,28,0,0,0
6,28,0,0,0
7,28,0,0,0
8,28,0,0,0
9,28,0,0,0
10,28,0,0,0
11,28,0,0,0
12,28,0,0,0
13,28,0,0,0
14,28,0,0,0
15,28,0,0,0
16,28,0,0,0
17,28,0,0,0
18,28,0,0,0
19,28,0,0,0
20,28,0,0,0
21,28,0,0,0
22,28,0,0,0
23,28,0,0,0
24,28,0,0,0
25,28,0,0,0
26,28,0,0,0
27,28,0,0,0
28,28,0,0,0
29,28,0,0,0
30,28,0,0,0
31,28,0,0,0
32,28,0,0,0
33,28,0,0,0
34,28,0,0,0
35,28,0,0,0
36,28,0,0,0
37,28,0,0,0
38,28,0,0,0
39,28,0,0,0
40,28,0,0,0
41,28,0,0,0
42,28,0,0,0
43,28,0,0,0
44,28,0,0,0
45,28,0,0,0
46,28,0,0,0
47,28,0,0,0
48,28,0,0,0
49,28,0,0,0
50,28,0,0,0
51,28,0,0,0
52,28,0,0,0
53,28,0,0,0
54,28,0,0,0
55,28,0,0,0
56,28,0,0,0
57,28,0,0,0
58,28,0,0,0
59,28,0,0,0
60,28,0,0,0
61,28,0,0,0
62,28,0,0,0
63,28,0,0,0
64,28,0,0,0
65,28,0,0,0
66,28,0,0,0
67,28,0,0,0
68,28,1,1,0
69,28,1,1,0
70,28,1,1,0
71,28,2,2,0
72,28,2,2,0
73,28,4,4,0
74,28,5,6,1
75,28,7,8,1
76,28,9,10,1
77,28,11,12,1
78,28,14,15,1
79,28,16,17,1
80,28,19,20,1
81,28,25,26,1
82,28,33,34,1
83,28,41,42,1
84,28,49,50,1
85,28,56,61,4
86,28,73,79,5
87,28,81,88,5
88,28,90,102,8
89,28,101,118,11
90,28,119,139,13
91,28,146,173,18
92,28,170,200,19
93,28,206,241,23
94,28,249,293,29
95,28,302,359,39
96,28,360,431,47
97,28,436,527,62
98,28,545,656,75
99,28,650,777,85
