time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,118,0,0,0
1,118,0,0,0
2,118,0,0,0
3,118,0,0,0
4,118,0,0,0
5,118,0,0,0
6,118,0,0,0
7,118,0,0,0
8,118,0,0,0
9,118,0,0,0
10,118,0,0,0
11,118,0,0,0
12,118,0,0,0
13,118,0,0,0
14,118,0,0,0
15,118,0,0,0
16,118,0,0,0
17,118,0,0,0
18,118,0,0,0
19,118,0,0,0
20,118,0,0,0
21,118,0,0,0
22,118,0,0,0
23,118,0,0,0
24,118,0,0,0
25,118,0,0,0
26,118,0,0,0
27,118,0,0,0
28,118,0,0,0
29,118,0,0,0
30,118,0,0,0
31,118,0,0,0
32,118,0,0,0
33,118,0,0,0
34,118,0,0,0
35,118,0,0,0
36,118,0,0,0
37,118,0,0,0
38,118,0,0,0
39,118,0,0,0
40,118,0,0,0
41,118,0,0,0
42,118,0,0,0
43,118,0,0,0
44,118,0,0,0
45,118,0,0,0
46,118,0,0,0
47,118,0,0,0
48,118,0,0,0
49,118,0,0,0
50,118,0,0,0
51,118,0,0,0
52,118,0,0,0
53,118,0,0,0
54,118,0,0,0
55,118,0,0,0
56,118,0,0,0
57,118,0,0,0
58,118,0,0,0
59,118,0,0,0
60,118,0,0,0
61,118,0,0,0
62,118,0,0,0
63,118,0,0,0
64,118,0,0,0
65,118,0,0,0
66,118,0,0,0
67,118,0,0,0
68,118,1,1,0
69,118,1,1,0
70,118,1,1,0
71,118,2,2,0
72,118,2,2,0
73,118,3,3,0
74,118,5,5,0
75,118,9,9,0
76,118,11,11,0
77,118,14,14,0
78,118,17,17,0
79,118,18,18,0
80,118,21,21,0
81,118,22,24,2
82,118,25,31,5
83,118,33,39,5
84,118,37,44,6
85,118,40,50,8
86,118,51,62,9
87,118,61,72,9
88,118,72,85,10
89,118,80,98,12
90,118,93,118,18
91,118,110,139,20
92,118,148,180,21
93,118,180,216,25
94,118,210,251,28
95,118,268,314,32
96,118,310,367,40
97,118,369,437,48
98,118,452,537,61
99,118,549,659,80
