time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,14,0,0,0
1,14,0,0,0
2,14,0,0,0
3,14,0,0,0
4,14,0,0,0
5,14,0,0,0
6,14,0,0,0
7,14,0,0,0
8,14,0,0,0
9,14,0,0,0
10,14,0,0,0
11,14,0,0,0
12,14,0,0,0
13,14,0,0,0
14,14,0,0,0
15,14,0,0,0
16,14,0,0,0
17,14,0,0,0
18,14,0,0,0
19,14,0,0,0
20,14,0,0,0
21,14,0,0,0
22,14,0,0,0
23,14,0,0,0
24,14,0,0,0
25,14,0,0,0
26,14,0,0,0
27,14,0,0,0
28,14,0,0,0
29,14,0,0,0
30,14,0,0,0
31,14,0,0,0
32,14,0,0,0
33,14,0,0,0
34,14,0,0,0
35,14,0,0,0
36,14,0,0,0
37,14,0,0,0
38,14,0,0,0
39,14,0,0,0
40,14,0,0,0
41,14,0,0,0
42,14,0,0,0
43,14,0,0,0
44,14,0,0,0
45,14,0,0,0
46,14,0,0,0
47,14,0,0,0
48,14,0,0,0
49,14,0,0,0
50,14,0,0,0
51,14,0,0,0
52,14,0,0,0
53,14,0,0,0
54,14,0,0,0
55,14,0,0,0
56,14,0,0,0
57,14,0,0,0
58,14,0,0,0
59,14,0,0,0
60,14,0,0,0
61,14,0,0,0
62,14,0,0,0
63,14,0,0,0
64,14,0,0,0
65,14,1,1,0
66,14,1,1,0
67,14,1,1,0
68,14,1,1,0
69,14,1,1,0
70,14,1,1,0
71,14,2,2,0
72,14,2,2,0
73,14,2,2,0
74,14,3,3,0
75,14,4,4,0
76,14,5,5,0
77,14,8,8,0
78,14,8,9,1
79,14,8,10,1
80,14,12,14,1
81,14,15,17,1
82,14,19,21,1
83,14,21,23,1
84,14,26,29,2
85,14,32,35,3
86,14,45,49,4
87,14,52,57,5
88,14,63,69,5
89,14,74,82,6
90,14,87,99,9
91,14,106,121,10
92,14,134,152,13
93,14,162,184,16
94,14,197,225,19
95,14,242,277,24
96,14,291,337,32
97,14,360,410,36
98,14,408,474,48
99,14,477,559,61
