time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,8,0,0,0
1,8,0,0,0
2,8,0,0,0
3,8,0,0,0
4,8,0,0,0
5,8,0,0,0
6,8,0,0,0
7,8,0,0,0
8,8,0,0,0
9,8,0,0,0
10,8,0,0,0
11,8,0,0,0
12,8,0,0,0
13,8,0,0,0
14,8,0,0,0
15,8,0,0,0
16,8,0,0,0
17,8,0,0,0
18,8,0,0,0
19,8,0,0,0
20,8,0,0,0
21,8,0,0,0
22,8,0,0,0
23,8,0,0,0
24,8,0,0,0
25,8,0,0,0
26,8,0,0,0
27,8,0,0,0
28,8,0,0,0
29,8,0,0,0
30,8,0,0,0
31,8,0,0,0
32,8,0,0,0
33,8,0,0,0
34,8,0,0,0
35,8,0,0,0
36,8,0,0,0
37,8,0,0,0
38,8,0,0,0
39,8,0,0,0
40,8,0,0,0
41,8,0,0,0
42,8,0,0,0
43,8,0,0,0
44,8,0,0,0
45,8,0,0,0
46,8,0,0,0
47,8,1,1,0
48,8,1,1,0
49,8,1,1,0
50,8,1,1,0
51,8,1,1,0
52,8,1,1,0
53,8,3,3,0
54,8,4,5,1
55,8,4,5,1
56,8,4,5,1
57,8,5,6,1
58,8,8,9,1
59,8,10,11,1
60,8,13,14,1
61,8,17,19,2
62,8,21,23,2
63,8,23,26,3
64,8,26,29,3
65,8,34,38,4
66,8,46,51,5
67,8,58,65,5
68,8,65,73,5
69,8,78,87,6
70,8,95,105,7
71,8,118,129,7
72,8,129,150,16
73,8,149,177,21
74,8,173,207,25
75,8,196,241,31
76,8,225,282,40
77,8,279,347,49
78,8,323,403,60
79,8,398,489,66
80,8,484,591,77
81,8,562,699,98
82,8,639,796,112
83,8,725,913,136
84,8,795,1014,157
85,8,871,1130,185
86,8,971,1268,212
87,8,1058,1409,250
88,8,1138,1540,288
89,8,1216,1680,329
90,8,1285,1805,363
91,8,1336,1946,412
92,8,1376,2071,465
93,8,1391,2202,524
94,8,1404,2328,574
95,8,1425,2467,632
96,8,1495,2642,683
97,8,1553,2823,736
98,8,1660,3057,807
99,8,1751,3285,862
