time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,48,0,0,0
1,48,0,0,0
2,48,0,0,0
3,48,0,0,0
4,48,0,0,0
5,48,0,0,0
6,48,0,0,0
7,48,0,0,0
8,48,0,0,0
9,48,0,0,0
10,48,0,0,0
11,48,0,0,0
12,48,0,0,0
13,48,0,0,0
14,48,0,0,0
15,48,0,0,0
16,48,0,0,0
17,48,0,0,0
18,48,0,0,0
19,48,0,0,0
20,48,0,0,0
21,48,0,0,0
22,48,0,0,0
23,48,0,0,0
24,48,0,0,0
25,48,0,0,0
26,48,0,0,0
27,48,0,0,0
28,48,0,0,0
29,48,0,0,0
30,48,0,0,0
31,48,0,0,0
32,48,0,0,0
33,48,0,0,0
34,48,0,0,0
35,48,0,0,0
36,48,0,0,0
37,48,0,0,0
38,48,0,0,0
39,48,0,0,0
40,48,0,0,0
41,48,0,0,0
42,48,0,0,0
43,48,0,0,0
44,48,0,0,0
45,48,0,0,0
46,48,0,0,0
47,48,0,0,0
48,48,0,0,0
49,48,0,0,0
50,48,0,0,0
51,48,0,0,0
52,48,0,0,0
53,48,0,0,0
54,48,0,0,0
55,48,0,0,0
56,48,0,0,0
57,48,0,0,0
58,48,0,0,0
59,48,0,0,0
60,48,0,0,0
61,48,0,0,0
62,48,0,0,0
63,48,0,0,0
64,48,0,0,1
65,48,1,1,1
66,48,1,1,1
67,48,1,1,1
68,48,2,2,1
69,48,3,3,1
70,48,3,3,1
71,48,3,3,1
72,48,5,5,1
73,48,8,8,1
74,48,12,12,1
75,48,12,13,2
76,48,12,13,2
77,48,15,16,2
78,48,19,21,3
79,48,22,26,4
80,48,27,34,7
81,48,33,40,7
82,48,38,47,9
83,48,46,58,11
84,48,55,68,12
85,48,69,83,13
86,48,79,95,14
87,48,88,106,15
88,48,94,113,16
89,48,110,134,21
90,48,123,151,25
91,48,137,173,32
92,48,160,201,34
93,48,196,245,38
94,48,234,291,41
95,48,263,333,49
96,48,306,390,61
97,48,362,462,69
98,48,424,541,79
99,48,489,626,93
