time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,36,0,0,0
1,36,0,0,0
2,36,0,0,0
3,36,0,0,0
4,36,0,0,0
5,36,0,0,0
6,36,0,0,0
7,36,0,0,0
8,36,0,0,0
9,36,0,0,0
10,36,0,0,0
11,36,0,0,0
12,36,0,0,0
13,36,0,0,0
14,36,0,0,0
15,36,0,0,0
16,36,0,0,0
17,36,0,0,0
18,36,0,0,0
19,36,0,0,0
20,36,0,0,0
21,36,0,0,0
22,36,0,0,0
23,36,0,0,0
24,36,0,0,0
25,36,0,0,0
26,36,0,0,0
27,36,0,0,0
28,36,0,0,0
29,36,0,0,0
30,36,0,0,0
31,36,0,0,0
32,36,0,0,0
33,36,0,0,0
34,36,0,0,0
35,36,0,0,0
36,36,0,0,0
37,36,0,0,0
38,36,0,0,0
39,36,0,0,0
40,36,0,0,0
41,36,0,0,0
42,36,0,0,0
43,36,0,0,0
44,36,0,0,0
45,36,0,0,0
46,36,0,0,0
47,36,0,0,0
48,36,0,0,0
49,36,0,0,0
50,36,0,0,0
51,36,0,0,0
52,36,0,0,0
53,36,0,0,0
54,36,0,0,0
55,36,0,0,0
56,36,0,0,0
57,36,0,0,0
58,36,0,0,0
59,36,0,0,0
60,36,0,0,0
61,36,0,0,0
62,36,0,0,0
63,36,0,0,0
64,36,0,0,0
65,36,0,0,0
66,36,0,0,0
67,36,0,0,0
68,36,0,0,0
69,36,0,0,0
70,36,0,0,0
71,36,0,0,0
72,36,0,0,0
73,36,1,1,0
74,36,1,1,0
75,36,2,2,0
76,36,2,2,0
77,36,2,2,0
78,36,2,2,0
79,36,2,2,0
80,36,3,3,0
81,36,4,4,0
82,36,7,7,0
83,36,10,10,0
84,36,11,11,0
85,36,13,13,0
86,36,20,20,0
87,36,26,27,0
88,36,35,36,0
89,36,40,43,1
90,36,44,50,4
91,36,55,61,4
92,36,63,72,7
93,36,81,91,8
94,36,98,111,12
95,36,122,138,14
96,36,142,161,15
97,36,162,187,19
98,36,188,219,24
99,36,213,252,32
