time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,75,0,0,0
1,75,0,0,0
2,75,0,0,0
3,75,0,0,0
4,75,0,0,0
5,75,0,0,0
6,75,0,0,0
7,75,0,0,0
8,75,0,0,0
9,75,0,0,0
10,75,0,0,0
11,75,0,0,0
12,75,0,0,0
13,75,0,0,0
14,75,0,0,0
15,75,0,0,0
16,75,0,0,0
17,75,0,0,0
18,75,0,0,0
19,75,0,0,0
20,75,0,0,0
21,75,0,0,0
22,75,0,0,0
23,75,0,0,0
24,75,0,0,0
25,75,0,0,0
26,75,0,0,0
27,75,0,0,0
28,75,0,0,0
29,75,0,0,0
30,75,0,0,0
31,75,0,0,0
32,75,0,0,0
33,75,0,0,0
34,75,0,0,0
35,75,0,0,0
36,75,0,0,0
37,75,0,0,0
38,75,0,0,0
39,75,0,0,0
40,75,0,0,0
41,75,0,0,0
42,75,0,0,0
43,75,0,0,0
44,75,0,0,0
45,75,0,0,0
46,75,0,0,0
47,75,0,0,0
48,75,0,0,0
49,75,0,0,0
50,75,0,0,0
51,75,0,0,0
52,75,0,0,0
53,75,0,0,0
54,75,0,0,0
55,75,0,0,0
56,75,0,0,0
57,75,0,0,0
58,75,0,0,0
59,75,1,1,0
60,75,1,1,0
61,75,1,1,0
62,75,1,1,0
63,75,1,1,0
64,75,1,1,0
65,75,1,1,0
66,75,1,1,0
67,75,0,1,1
68,75,0,1,1
69,75,1,2,1
70,75,2,3,1
71,75,3,4,1
72,75,5,6,1
73,75,5,6,1
74,75,5,6,1
75,75,7,8,1
76,75,8,9,1
77,75,11,12,1
78,75,12,14,2
79,75,12,14,2
80,75,13,15,2
81,75,15,17,2
82,75,21,24,3
83,75,25,29,3
84,75,29,36,5
85,75,36,44,5
86,75,42,51,5
87,75,44,55,7
88,75,47,59,8
89,75,55,69,9
90,75,64,82,12
91,75,77,101,18
92,75,105,132,19
93,75,122,149,20
94,75,149,178,21
95,75,186,221,26
96,75,213,256,31
97,75,261,314,38
98,75,308,371,43
99,75,370,443,47
