time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,111,0,0,0
1,111,0,0,0
2,111,0,0,0
3,111,0,0,0
4,111,0,0,0
5,111,0,0,0
6,111,0,0,0
7,111,0,0,0
8,111,0,0,0
9,111,0,0,0
10,111,0,0,0
11,111,0,0,0
12,111,0,0,0
13,111,0,0,0
14,111,0,0,0
15,111,0,0,0
16,111,0,0,0
17,111,0,0,0
18,111,0,0,0
19,111,0,0,0
20,111,0,0,0
21,111,0,0,0
22,111,0,0,0
23,111,0,0,0
24,111,0,0,0
25,111,0,0,0
26,111,0,0,0
27,111,0,0,0
28,111,0,0,0
29,111,0,0,0
30,111,0,0,0
31,111,0,0,0
32,111,0,0,0
33,111,0,0,0
34,111,0,0,0
35,111,0,0,0
36,111,0,0,0
37,111,0,0,0
38,111,0,0,0
39,111,0,0,0
40,111,0,0,0
41,111,0,0,0
42,111,0,0,0
43,111,0,0,0
44,111,0,0,0
45,111,0,0,0
46,111,0,0,0
47,111,0,0,0
48,111,0,0,0
49,111,0,0,0
50,111,0,0,0
51,111,0,0,0
52,111,0,0,0
53,111,0,0,0
54,111,0,0,0
55,111,0,0,0
56,111,0,0,0
57,111,0,0,0
58,111,0,0,0
59,111,0,0,0
60,111,0,0,0
61,111,0,0,0
62,111,0,0,0
63,111,0,0,0
64,111,0,0,0
65,111,0,0,0
66,111,0,0,0
67,111,0,0,0
68,111,0,0,0
69,111,0,0,0
70,111,0,0,0
71,111,0,0,0
72,111,0,0,0
73,111,0,0,0
74,111,0,0,0
75,111,0,0,0
76,111,0,0,0
77,111,0,0,0
78,111,0,0,0
79,111,0,0,0
80,111,0,0,0
81,111,0,0,0
82,111,0,0,0
83,111,0,0,0
84,111,0,0,0
85,111,0,0,0
86,111,0,0,1
87,111,1,1,1
88,111,1,1,1
89,111,3,3,1
90,111,4,4,1
91,111,5,5,1
92,111,8,8,1
93,111,9,9,1
94,111,9,9,1
95,111,11,11,1
96,111,14,15,2
97,111,17,20,4
98,111,21,24,4
99,111,33,36,4
