time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,95,0,0,0
1,95,0,0,0
2,95,0,0,0
3,95,0,0,0
4,95,0,0,0
5,95,0,0,0
6,95,0,0,0
7,95,0,0,0
8,95,0,0,0
9,95,0,0,0
10,95,0,0,0
11,95,0,0,0
12,95,0,0,0
13,95,0,0,0
14,95,0,0,0
15,95,0,0,0
16,95,0,0,0
17,95,0,0,0
18,95,0,0,0
19,95,0,0,0
20,95,0,0,0
21,95,0,0,0
22,95,0,0,0
23,95,0,0,0
24,95,0,0,0
25,95,0,0,0
26,95,0,0,0
27,95,0,0,0
28,95,0,0,0
29,95,0,0,0
30,95,0,0,0
31,95,0,0,0
32,95,0,0,0
33,95,0,0,0
34,95,0,0,0
35,95,0,0,0
36,95,0,0,0
37,95,0,0,0
38,95,0,0,0
39,95,0,0,0
40,95,0,0,0
41,95,0,0,0
42,95,0,0,0
43,95,0,0,0
44,95,0,0,0
45,95,0,0,0
46,95,0,0,0
47,95,0,0,0
48,95,0,0,0
49,95,0,0,0
50,95,0,0,0
51,95,0,0,0
52,95,0,0,0
53,95,0,0,0
54,95,0,0,0
55,95,0,0,0
56,95,0,0,0
57,95,0,0,0
58,95,0,0,0
59,95,0,0,0
60,95,0,0,0
61,95,0,0,0
62,95,0,0,0
63,95,0,0,0
64,95,1,1,0
65,95,1,1,0
66,95,1,1,0
67,95,3,3,0
68,95,3,3,0
69,95,4,4,0
70,95,5,5,0
71,95,5,5,0
72,95,6,6,0
73,95,8,8,0
74,95,9,9,0
75,95,12,12,0
76,95,14,14,0
77,95,16,17,1
78,95,21,23,1
79,95,23,25,1
80,95,27,30,2
81,95,27,34,4
82,95,31,38,4
83,95,35,45,6
84,95,36,49,8
85,95,40,55,10
86,95,50,67,11
87,95,61,80,12
88,95,73,97,17
89,95,89,115,18
90,95,99,128,20
91,95,123,154,22
92,95,146,184,26
93,95,178,224,32
94,95,211,267,40
95,95,265,334,50
96,95,306,384,57
97,95,363,459,71
98,95,424,536,86
99,95,512,643,102
