time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,88,0,0,0
1,88,0,0,0
2,88,0,0,0
3,88,0,0,0
4,88,0,0,0
5,88,0,0,0
6,88,0,0,0
7,88,0,0,0
8,88,0,0,0
9,88,0,0,0
10,88,0,0,0
11,88,0,0,0
12,88,0,0,0
13,88,0,0,0
14,88,0,0,0
15,88,0,0,0
16,88,0,0,0
17,88,0,0,0
18,88,0,0,0
19,88,0,0,0
20,88,0,0,0
21,88,0,0,0
22,88,0,0,0
23,88,0,0,0
24,88,0,0,0
25,88,0,0,0
26,88,0,0,0
27,88,0,0,0
28,88,0,0,0
29,88,0,0,0
30,88,0,0,0
31,88,0,0,0
32,88,0,0,0
33,88,0,0,0
34,88,0,0,0
35,88,0,0,0
36,88,0,0,0
37,88,0,0,0
38,88,0,0,0
39,88,0,0,0
40,88,0,0,0
41,88,0,0,0
42,88,0,0,0
43,88,0,0,0
44,88,0,0,0
45,88,0,0,0
46,88,0,0,0
47,88,0,0,0
48,88,0,0,0
49,88,0,0,0
50,88,0,0,0
51,88,0,0,0
52,88,0,0,0
53,88,0,0,0
54,88,0,0,0
55,88,0,0,0
56,88,0,0,0
57,88,0,0,0
58,88,0,0,0
59,88,0,0,0
60,88,0,0,0
61,88,0,0,0
62,88,0,0,0
63,88,0,0,0
64,88,0,0,0
65,88,0,0,0
66,88,0,0,0
67,88,1,1,0
68,88,1,1,0
69,88,1,1,0
70,88,1,1,0
71,88,1,1,0
72,88,2,2,0
73,88,2,2,0
74,88,2,2,0
75,88,3,3,0
76,88,4,4,0
77,88,5,5,0
78,88,6,6,0
79,88,12,12,0
80,88,12,14,2
81,88,15,18,2
82,88,17,20,2
83,88,19,22,2
84,88,22,27,4
85,88,27,34,6
86,88,34,42,7
87,88,45,54,8
88,88,48,61,12
89,88,61,75,12
90,88,73,88,13
91,88,87,102,13
92,88,98,117,16
93,88,114,141,21
94,88,128,162,26
95,88,157,199,32
96,88,188,237,39
97,88,228,280,41
98,88,274,331,43
99,88,331,401,53
