time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,83,0,0,0
1,83,0,0,0
2,83,0,0,0
3,83,0,0,0
4,83,0,0,0
5,83,0,0,0
6,83,0,0,0
7,83,0,0,0
8,83,0,0,0
9,83,0,0,0
10,83,0,0,0
11,83,0,0,0
12,83,0,0,0
13,83,0,0,0
14,83,0,0,0
15,83,0,0,0
16,83,0,0,0
17,83,0,0,0
18,83,0,0,0
19,83,0,0,0
20,83,0,0,0
21,83,0,0,0
22,83,0,0,0
23,83,0,0,0
24,83,0,0,0
25,83,0,0,0
26,83,0,0,0
27,83,0,0,0
28,83,0,0,0
29,83,0,0,0
30,83,0,0,0
31,83,0,0,0
32,83,0,0,0
33,83,0,0,0
34,83,0,0,0
35,83,0,0,0
36,83,0,0,0
37,83,0,0,0
38,83,0,0,0
39,83,0,0,0
40,83,0,0,0
41,83,0,0,0
42,83,0,0,0
43,83,0,0,0
44,83,0,0,0
45,83,0,0,0
46,83,0,0,0
47,83,0,0,0
48,83,0,0,0
49,83,0,0,0
50,83,0,0,0
51,83,0,0,0
52,83,0,0,0
53,83,0,0,0
54,83,0,0,0
55,83,0,0,0
56,83,0,0,0
57,83,0,0,0
58,83,0,0,0
59,83,0,0,0
60,83,0,0,0
61,83,0,0,0
62,83,0,0,0
63,83,0,0,0
64,83,0,0,0
65,83,0,0,0
66,83,0,0,0
67,83,0,0,0
68,83,0,0,0
69,83,0,0,0
70,83,0,0,0
71,83,0,0,0
72,83,0,0,0
73,83,1,1,0
74,83,1,1,0
75,83,1,1,0
76,83,1,1,0
77,83,2,2,0
78,83,2,2,0
79,83,2,2,0
80,83,4,4,0
81,83,6,6,0
82,83,7,7,0
83,83,8,8,0
84,83,12,12,0
85,83,18,18,0
86,83,22,22,0
87,83,31,32,0
88,83,32,35,2
89,83,38,42,3
90,83,58,64,5
91,83,69,78,7
92,83,85,97,10
93,83,105,121,14
94,83,124,143,16
95,83,148,173,21
96,83,193,223,26
97,83,242,280,34
98,83,303,351,43
99,83,377,435,48
