time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,24,0,0,0
1,24,0,0,0
2,24,0,0,0
3,24,0,0,0
4,24,0,0,0
5,24,0,0,0
6,24,0,0,0
7,24,0,0,0
8,24,0,0,0
9,24,0,0,0
10,24,0,0,0
11,24,0,0,0
12,24,0,0,0
13,24,0,0,0
14,24,0,0,0
15,24,0,0,0
16,24,0,0,0
17,24,0,0,0
18,24,0,0,0
19,24,0,0,0
20,24,0,0,0
21,24,0,0,0
22,24,0,0,0
23,24,0,0,0
24,24,0,0,0
25,24,0,0,0
26,24,0,0,0
27,24,0,0,0
28,24,0,0,0
29,24,0,0,0
30,24,0,0,0
31,24,0,0,0
32,24,0,0,0
33,24,0,0,0
34,24,0,0,0
35,24,0,0,0
36,24,0,0,0
37,24,0,0,0
38,24,0,0,0
39,24,0,0,0
40,24,0,0,0
41,24,0,0,0
42,24,0,0,0
43,24,0,0,0
44,24,0,0,0
45,24,0,0,0
46,24,0,0,0
47,24,0,0,0
48,24,0,0,0
49,24,0,0,0
50,24,0,0,0
51,24,0,0,0
52,24,0,0,0
53,24,1,1,0
54,24,1,1,0
55,24,1,1,0
56,24,1,1,0
57,24,1,1,0
58,24,1,1,0
59,24,1,1,0
60,24,2,3,1
61,24,2,3,1
62,24,3,4,1
63,24,4,5,1
64,24,4,5,1
65,24,4,5,1
66,24,8,9,1
67,24,11,12,1
68,24,14,15,1
69,24,14,15,1
70,24,19,21,2
71,24,21,23,2
72,24,24,26,2
73,24,29,32,3
74,24,33,39,4
75,24,42,48,4
76,24,51,58,4
77,24,60,69,5
78,24,70,80,6
79,24,82,94,8
80,24,99,116,10
81,24,128,148,12
82,24,156,182,16
83,24,175,206,21
84,24,198,237,23
85,24,237,288,33
86,24,289,347,39
87,24,340,408,45
88,24,410,495,59
89,24,484,585,69
90,24,584,701,80
91,24,696,836,94
92,24,812,978,112
93,24,962,1159,135
94,24,1135,1371,164
95,24,1359,1639,190
96,24,1575,1914,227
97,24,1814,2216,277
98,24,2065,2557,345
99,24,2369,2959,414
