time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,59,0,0,0
1,59,0,0,0
2,59,0,0,0
3,59,0,0,0
4,59,0,0,0
5,59,0,0,0
6,59,0,0,0
7,59,0,0,0
8,59,0,0,0
9,59,0,0,0
10,59,0,0,0
11,59,0,0,0
12,59,0,0,0
13,59,0,0,0
14,59,0,0,0
15,59,0,0,0
16,59,0,0,0
17,59,0,0,0
18,59,0,0,0
19,59,0,0,0
20,59,0,0,0
21,59,0,0,0
22,59,0,0,0
23,59,0,0,0
24,59,0,0,0
25,59,0,0,0
26,59,0,0,0
27,59,0,0,0
28,59,0,0,0
29,59,0,0,0
30,59,0,0,0
31,59,0,0,0
32,59,0,0,0
33,59,0,0,0
34,59,0,0,0
35,59,0,0,0
36,59,0,0,0
37,59,0,0,0
38,59,0,0,0
39,59,0,0,0
40,59,0,0,0
41,59,0,0,0
42,59,0,0,0
43,59,0,0,0
44,59,0,0,0
45,59,0,0,0
46,59,0,0,0
47,59,0,0,0
48,59,0,0,0
49,59,0,0,0
50,59,0,0,0
51,59,0,0,0
52,59,0,0,0
53,59,0,0,0
54,59,0,0,0
55,59,0,0,0
56,59,0,0,0
57,59,0,0,0
58,59,0,0,0
59,59,0,0,0
60,59,0,0,0
61,59,0,0,0
62,59,0,0,0
63,59,0,0,0
64,59,0,0,0
65,59,0,0,0
66,59,1,1,0
67,59,1,1,0
68,59,2,2,0
69,59,4,4,0
70,59,7,7,0
71,59,7,7,0
72,59,8,8,0
73,59,10,10,0
74,59,10,10,0
75,59,10,10,0
76,59,13,13,0
77,59,15,15,0
78,59,22,22,0
79,59,28,28,0
80,59,29,31,1
81,59,38,40,1
82,59,40,45,3
83,59,51,59,4
84,59,61,71,4
85,59,77,88,5
86,59,93,108,8
87,59,108,130,13
88,59,131,156,17
89,59,158,185,19
90,59,205,236,22
91,59,260,297,26
92,59,309,354,32
93,59,359,419,42
94,59,433,503,51
95,59,506,592,63
96,59,619,732,86
97,59,737,879,104
98,59,913,1083,125
99,59,1099,1303,150
