time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,52,0,0,0
1,52,0,0,0
2,52,0,0,0
3,52,0,0,0
4,52,0,0,0
5,52,0,0,0
6,52,0,0,0
7,52,0,0,0
8,52,0,0,0
9,52,0,0,0
10,52,0,0,0
11,52,0,0,0
12,52,0,0,0
13,52,0,0,0
14,52,0,0,0
15,52,0,0,0
16,52,0,0,0
17,52,0,0,0
18,52,0,0,0
19,52,0,0,0
20,52,0,0,0
21,52,0,0,0
22,52,0,0,0
23,52,0,0,0
24,52,0,0,0
25,52,0,0,0
26,52,0,0,0
27,52,0,0,0
28,52,0,0,0
29,52,0,0,0
30,52,0,0,0
31,52,0,0,0
32,52,0,0,0
33,52,0,0,0
34,52,0,0,0
35,52,0,0,0
36,52,0,0,0
37,52,0,0,0
38,52,0,0,0
39,52,0,0,0
40,52,0,0,0
41,52,0,0,0
42,52,0,0,0
43,52,0,0,0
44,52,0,0,0
45,52,0,0,0
46,52,0,0,0
47,52,1,1,0
48,52,1,1,0
49,52,1,1,0
50,52,2,2,0
51,52,2,2,0
52,52,2,2,0
53,52,2,2,0
54,52,2,2,0
55,52,2,2,0
56,52,3,3,0
57,52,2,3,1
58,52,4,5,1
59,52,5,6,1
60,52,5,6,1
61,52,4,6,1
62,52,4,6,1
63,52,4,6,1
64,52,4,7,2
65,52,4,7,2
66,52,9,12,2
67,52,13,16,2
68,52,18,21,2
69,52,20,23,2
70,52,25,29,3
71,52,29,33,3
72,52,35,41,4
73,52,44,52,5
74,52,57,67,7
75,52,69,80,8
76,52,78,91,10
77,52,98,112,11
78,52,112,128,13
79,52,134,152,15
80,52,162,186,18
81,52,188,220,24
82,52,219,259,28
83,52,266,310,30
84,52,314,367,36
85,52,366,427,41
86,52,428,508,53
87,52,489,586,64
88,52,562,686,80
89,52,640,793,98
90,52,758,931,112
91,52,859,1075,142
92,52,974,1230,171
93,52,1116,1417,203
94,52,1246,1612,248
95,52,1369,1797,287
96,52,1507,2001,335
97,52,1654,2234,391
98,52,1799,2474,455
99,52,2003,2766,499
