time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,63,0,0,0
1,63,0,0,0
2,63,0,0,0
3,63,0,0,0
4,63,0,0,0
5,63,0,0,0
6,63,0,0,0
7,63,0,0,0
8,63,0,0,0
9,63,0,0,0
10,63,0,0,0
11,63,0,0,0
12,63,0,0,0
13,63,0,0,0
14,63,0,0,0
15,63,0,0,0
16,63,0,0,0
17,63,0,0,0
18,63,0,0,0
19,63,0,0,0
20,63,0,0,0
21,63,0,0,0
22,63,0,0,0
23,63,0,0,0
24,63,0,0,0
25,63,0,0,0
26,63,0,0,0
27,63,0,0,0
28,63,0,0,0
29,63,0,0,0
30,63,0,0,0
31,63,0,0,0
32,63,0,0,0
33,63,0,0,0
34,63,0,0,0
35,63,0,0,0
36,63,0,0,0
37,63,0,0,0
38,63,0,0,0
39,63,0,0,0
40,63,0,0,0
41,63,0,0,0
42,63,0,0,0
43,63,0,0,0
44,63,0,0,0
45,63,0,0,0
46,63,0,0,0
47,63,0,0,0
48,63,0,0,0
49,63,0,0,0
50,63,0,0,0
51,63,0,0,0
52,63,0,0,0
53,63,0,0,0
54,63,0,0,0
55,63,0,0,0
56,63,0,0,0
57,63,0,0,0
58,63,0,0,0
59,63,0,0,0
60,63,0,0,0
61,63,0,0,0
62,63,0,0,0
63,63,0,0,0
64,63,0,0,0
65,63,0,0,0
66,63,0,0,0
67,63,0,0,0
68,63,0,0,0
69,63,0,0,0
70,63,0,0,0
71,63,0,0,0
72,63,0,0,0
73,63,2,2,0
74,63,2,2,0
75,63,2,2,0
76,63,4,4,0
77,63,5,5,0
78,63,5,6,1
79,63,5,6,1
80,63,5,7,2
81,63,7,9,2
82,63,8,10,2
83,63,10,12,2
84,63,13,15,2
85,63,18,21,3
86,63,28,31,3
87,63,30,33,4
88,63,39,42,4
89,63,49,52,4
90,63,57,66,9
91,63,76,87,11
92,63,95,109,14
93,63,119,136,17
94,63,147,170,22
95,63,192,218,24
96,63,246,276,27
97,63,307,344,32
98,63,378,426,41
99,63,445,508,52
