time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,84,0,0,0
1,84,0,0,0
2,84,0,0,0
3,84,0,0,0
4,84,0,0,0
5,84,0,0,0
6,84,0,0,0
7,84,0,0,0
8,84,0,0,0
9,84,0,0,0
10,84,0,0,0
11,84,0,0,0
12,84,0,0,0
13,84,0,0,0
14,84,0,0,0
15,84,0,0,0
16,84,0,0,0
17,84,0,0,0
18,84,0,0,0
19,84,0,0,0
20,84,0,0,0
21,84,0,0,0
22,84,0,0,0
23,84,0,0,0
24,84,0,0,0
25,84,0,0,0
26,84,0,0,0
27,84,0,0,0
28,84,0,0,0
29,84,0,0,0
30,84,0,0,0
31,84,0,0,0
32,84,0,0,0
33,84,0,0,0
34,84,0,0,0
35,84,0,0,0
36,84,0,0,0
37,84,0,0,0
38,84,0,0,0
39,84,0,0,0
40,84,0,0,0
41,84,0,0,0
42,84,0,0,0
43,84,0,0,0
44,84,0,0,0
45,84,0,0,0
46,84,0,0,0
47,84,0,0,0
48,84,0,0,0
49,84,0,0,0
50,84,0,0,0
51,84,0,0,0
52,84,0,0,0
53,84,0,0,0
54,84,0,0,0
55,84,0,0,0
56,84,0,0,0
57,84,0,0,0
58,84,0,0,0
59,84,0,0,0
60,84,0,0,0
61,84,0,0,0
62,84,0,0,0
63,84,0,0,0
64,84,0,0,0
65,84,0,0,0
66,84,0,0,0
67,84,0,0,0
68,84,0,0,0
69,84,0,0,0
70,84,0,0,0
71,84,0,0,0
72,84,0,0,0
73,84,0,0,0
74,84,0,0,0
75,84,0,0,0
76,84,0,0,0
77,84,1,1,0
78,84,1,1,0
79,84,1,1,0
80,84,2,2,0
81,84,3,3,0
82,84,7,7,0
83,84,8,8,0
84,84,11,11,0
85,84,13,13,0
86,84,15,17,2
87,84,18,20,2
88,84,24,27,3
89,84,29,32,3
90,84,33,38,5
91,84,43,50,6
92,84,54,61,6
93,84,73,82,9
94,84,85,94,9
95,84,105,119,14
96,84,130,146,15
97,84,149,168,17
98,84,178,204,22
99,84,209,240,26
