time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,53,0,0,0
1,53,0,0,0
2,53,0,0,0
3,53,0,0,0
4,53,0,0,0
5,53,0,0,0
6,53,0,0,0
7,53,0,0,0
8,53,0,0,0
9,53,0,0,0
10,53,0,0,0
11,53,0,0,0
12,53,0,0,0
13,53,0,0,0
14,53,0,0,0
15,53,0,0,0
16,53,0,0,0
17,53,0,0,0
18,53,0,0,0
19,53,0,0,0
20,53,0,0,0
21,53,0,0,0
22,53,0,0,0
23,53,0,0,0
24,53,0,0,0
25,53,0,0,0
26,53,0,0,0
27,53,0,0,0
28,53,0,0,0
29,53,0,0,0
30,53,0,0,0
31,53,0,0,0
32,53,0,0,0
33,53,0,0,0
34,53,0,0,0
35,53,0,0,0
36,53,0,0,0
37,53,0,0,0
38,53,0,0,0
39,53,0,0,0
40,53,0,0,0
41,53,0,0,0
42,53,0,0,0
43,53,0,0,0
44,53,0,0,0
45,53,0,0,0
46,53,0,0,0
47,53,0,0,0
48,53,0,0,0
49,53,0,0,0
50,53,0,0,0
51,53,0,0,0
52,53,0,0,0
53,53,0,0,0
54,53,0,0,0
55,53,0,0,0
56,53,0,0,0
57,53,0,0,0
58,53,0,0,0
59,53,1,1,0
60,53,2,2,0
61,53,2,2,0
62,53,2,2,0
63,53,3,3,0
64,53,3,3,0
65,53,4,4,0
66,53,4,4,0
67,53,5,5,0
68,53,6,6,0
69,53,8,8,0
70,53,9,9,0
71,53,10,12,1
72,53,10,13,2
73,53,10,15,3
74,53,19,24,3
75,53,22,27,3
76,53,26,31,3
77,53,36,42,3
78,53,43,51,5
79,53,50,60,7
80,53,58,69,8
81,53,68,82,11
82,53,84,100,12
83,53,108,129,16
84,53,129,154,19
85,53,158,187,21
86,53,189,224,26
87,53,207,249,33
88,53,251,300,36
89,53,296,351,41
90,53,372,432,44
91,53,443,519,54
92,53,537,633,68
93,53,616,734,84
94,53,722,854,94
95,53,872,1036,116
96,53,1003,1208,143
97,53,1194,1446,168
98,53,1394,1702,204
99,53,1607,1976,243
