time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,32,0,0,0
1,32,0,0,0
2,32,0,0,0
3,32,0,0,0
4,32,0,0,0
5,32,0,0,0
6,32,0,0,0
7,32,0,0,0
8,32,0,0,0
9,32,0,0,0
10,32,0,0,0
11,32,0,0,0
12,32,0,0,0
13,32,0,0,0
14,32,0,0,0
15,32,0,0,0
16,32,0,0,0
17,32,0,0,0
18,32,0,0,0
19,32,0,0,0
20,32,0,0,0
21,32,0,0,0
22,32,0,0,0
23,32,0,0,0
24,32,0,0,0
25,32,0,0,0
26,32,0,0,0
27,32,0,0,0
28,32,0,0,0
29,32,0,0,0
30,32,0,0,0
31,32,0,0,0
32,32,0,0,0
33,32,0,0,0
34,32,0,0,0
35,32,0,0,0
36,32,0,0,0
37,32,0,0,0
38,32,0,0,0
39,32,0,0,0
40,32,0,0,0
41,32,0,0,0
42,32,0,0,0
43,32,0,0,0
44,32,0,0,0
45,32,0,0,0
46,32,0,0,0
47,32,0,0,0
48,32,0,0,0
49,32,0,0,0
50,32,0,0,0
51,32,0,0,0
52,32,0,0,0
53,32,0,0,0
54,32,0,0,0
55,32,0,0,0
56,32,0,0,0
57,32,0,0,0
58,32,0,0,0
59,32,0,0,0
60,32,0,0,0
61,32,0,0,0
62,32,0,0,0
63,32,0,0,0
64,32,0,0,0
65,32,0,0,0
66,32,0,0,0
67,32,0,0,0
68,32,0,0,0
69,32,0,0,0
70,32,0,0,0
71,32,0,0,0
72,32,0,0,0
73,32,0,0,0
74,32,0,0,0
75,32,0,0,0
76,32,2,2,0
77,32,2,2,0
78,32,2,2,0
79,32,3,3,0
80,32,2,3,1
81,32,3,5,2
82,32,4,6,2
83,32,7,9,2
84,32,11,13,2
85,32,19,21,2
86,32,20,23,3
87,32,23,26,3
88,32,31,35,4
89,32,41,45,4
90,32,54,59,5
91,32,70,76,6
92,32,83,90,7
93,32,103,113,9
94,32,126,138,11
95,32,140,158,16
96,32,176,196,18
97,32,209,237,24
98,32,241,279,31
99,32,288,339,40
