time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,66,0,0,0
1,66,0,0,0
2,66,0,0,0
3,66,0,0,0
4,66,0,0,0
5,66,0,0,0
6,66,0,0,0
7,66,0,0,0
8,66,0,0,0
9,66,0,0,0
10,66,0,0,0
11,66,0,0,0
12,66,0,0,0
13,66,0,0,0
14,66,0,0,0
15,66,0,0,0
16,66,0,0,0
17,66,0,0,0
18,66,0,0,0
19,66,0,0,0
20,66,0,0,0
21,66,0,0,0
22,66,0,0,0
23,66,0,0,0
24,66,0,0,0
25,66,0,0,0
26,66,0,0,0
27,66,0,0,0
28,66,0,0,0
29,66,0,0,0
30,66,0,0,0
31,66,0,0,0
32,66,0,0,0
33,66,0,0,0
34,66,0,0,0
35,66,0,0,0
36,66,0,0,0
37,66,0,0,0
38,66,0,0,0
39,66,0,0,0
40,66,0,0,0
41,66,0,0,0
42,66,0,0,0
43,66,0,0,0
44,66,0,0,0
45,66,0,0,0
46,66,0,0,0
47,66,0,0,0
48,66,0,0,0
49,66,0,0,0
50,66,0,0,0
51,66,0,0,0
52,66,0,0,0
53,66,0,0,0
54,66,0,0,0
55,66,1,1,0
56,66,1,1,0
57,66,1,1,0
58,66,1,1,0
59,66,1,1,0
60,66,2,2,0
61,66,4,4,0
62,66,4,4,0
63,66,4,4,0
64,66,7,7,0
65,66,8,9,1
66,66,12,13,1
67,66,15,16,1
68,66,18,19,1
69,66,19,21,1
70,66,24,26,2
71,66,28,31,3
72,66,32,38,6
73,66,43,50,7
74,66,56,64,8
75,66,63,73,8
76,66,81,92,9
77,66,95,108,11
78,66,122,137,12
79,66,135,158,19
80,66,167,197,25
81,66,200,237,29
82,66,238,284,35
83,66,291,344,42
84,66,326,391,51
85,66,374,459,68
86,66,445,543,78
87,66,523,642,92
88,66,597,745,112
89,66,694,870,134
90,66,800,1003,152
91,66,892,1130,179
92,66,1013,1294,206
93,66,1153,1475,240
94,66,1274,1658,274
95,66,1444,1895,318
96,66,1613,2151,374
97,66,1796,2427,427
98,66,2016,2730,486
99,66,2287,3110,559
