time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,78,0,0,0
1,78,0,0,0
2,78,0,0,0
3,78,0,0,0
4,78,0,0,0
5,78,0,0,0
6,78,0,0,0
7,78,0,0,0
8,78,0,0,0
9,78,0,0,0
10,78,0,0,0
11,78,0,0,0
12,78,0,0,0
13,78,0,0,0
14,78,0,0,0
15,78,0,0,0
16,78,0,0,0
17,78,0,0,0
18,78,0,0,0
19,78,0,0,0
20,78,0,0,0
21,78,0,0,0
22,78,0,0,0
23,78,0,0,0
24,78,0,0,0
25,78,0,0,0
26,78,0,0,0
27,78,0,0,0
28,78,0,0,0
29,78,0,0,0
30,78,0,0,0
31,78,0,0,0
32,78,0,0,0
33,78,0,0,0
34,78,0,0,0
35,78,0,0,0
36,78,0,0,0
37,78,0,0,0
38,78,0,0,0
39,78,0,0,0
40,78,0,0,0
41,78,0,0,0
42,78,0,0,0
43,78,0,0,0
44,78,0,0,0
45,78,0,0,0
46,78,0,0,0
47,78,0,0,0
48,78,0,0,0
49,78,0,0,0
50,78,0,0,0
51,78,0,0,0
52,78,0,0,0
53,78,0,0,0
54,78,0,0,0
55,78,0,0,0
56,78,1,1,0
57,78,1,1,0
58,78,1,1,0
59,78,1,1,0
60,78,1,1,0
61,78,1,1,0
62,78,2,2,0
63,78,4,4,0
64,78,4,4,0
65,78,6,6,0
66,78,7,7,0
67,78,11,11,0
68,78,11,11,0
69,78,13,13,0
70,78,14,16,1
71,78,16,19,2
72,78,22,26,3
73,78,27,31,3
74,78,30,37,6
75,78,32,39,6
76,78,33,41,7
77,78,47,56,8
78,78,58,67,8
79,78,73,84,8
80,78,90,102,9
81,78,101,118,12
82,78,120,138,13
83,78,146,170,17
84,78,156,188,22
85,78,180,221,28
86,78,224,272,30
87,78,257,324,45
88,78,301,382,55
89,78,346,444,69
90,78,422,533,80
91,78,481,612,93
92,78,558,709,108
93,78,641,824,127
94,78,766,973,143
95,78,909,1150,169
96,78,1052,1338,207
97,78,1203,1538,241
98,78,1376,1756,277
99,78,1571,2014,325
