time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,4,0,0,0
1,4,0,0,0
2,4,0,0,0
3,4,0,0,0
4,4,0,0,0
5,4,0,0,0
6,4,0,0,0
7,4,0,0,0
8,4,0,0,0
9,4,0,0,0
10,4,0,0,0
11,4,0,0,0
12,4,0,0,0
13,4,0,0,0
14,4,0,0,0
15,4,0,0,0
16,4,0,0,0
17,4,0,0,0
18,4,0,0,0
19,4,0,0,0
20,4,0,0,0
21,4,0,0,0
22,4,0,0,0
23,4,0,0,0
24,4,0,0,0
25,4,0,0,0
26,4,0,0,0
27,4,0,0,0
28,4,0,0,0
29,4,0,0,0
30,4,0,0,0
31,4,0,0,0
32,4,0,0,0
33,4,0,0,0
34,4,0,0,0
35,4,0,0,0
36,4,0,0,0
37,4,0,0,0
38,4,0,0,0
39,4,0,0,0
40,4,0,0,0
41,4,0,0,0
42,4,0,0,0
43,4,0,0,0
44,4,0,0,0
45,4,0,0,0
46,4,0,0,0
47,4,0,0,0
48,4,0,0,0
49,4,0,0,0
50,4,0,0,0
51,4,0,0,0
52,4,0,0,0
53,4,0,0,0
54,4,0,0,0
55,4,0,0,0
56,4,0,0,0
57,4,0,0,0
58,4,0,0,0
59,4,1,1,0
60,4,1,1,0
61,4,1,1,0
62,4,2,2,0
63,4,2,2,0
64,4,2,2,0
65,4,4,4,0
66,4,6,6,0
67,4,10,10,0
68,4,13,13,0
69,4,14,15,1
70,4,14,15,1
71,4,16,17,1
72,4,23,24,1
73,4,32,36,3
74,4,39,44,4
75,4,43,50,6
76,4,56,64,7
77,4,75,83,7
78,4,95,107,11
79,4,120,135,13
80,4,149,168,16
81,4,179,203,20
82,4,217,249,25
83,4,263,300,29
84,4,321,366,38
85,4,399,456,48
86,4,465,544,65
87,4,581,682,81
88,4,693,811,95
89,4,815,955,114
90,4,941,1108,132
91,4,1125,1336,163
92,4,1336,1596,198
93,4,1579,1898,243
94,4,1849,2238,288
95,4,2186,2659,353
96,4,2602,3162,412
97,4,3044,3715,490
98,4,3580,4385,587
99,4,4151,5108,691
