time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,82,0,0,0
1,82,0,0,0
2,82,0,0,0
3,82,0,0,0
4,82,0,0,0
5,82,0,0,0
6,82,0,0,0
7,82,0,0,0
8,82,0,0,0
9,82,0,0,0
10,82,0,0,0
11,82,0,0,0
12,82,0,0,0
13,82,0,0,0
14,82,0,0,0
15,82,0,0,0
16,82,0,0,0
17,82,0,0,0
18,82,0,0,0
19,82,0,0,0
20,82,0,0,0
21,82,0,0,0
22,82,0,0,0
23,82,0,0,0
24,82,0,0,0
25,82,0,0,0
26,82,0,0,0
27,82,0,0,0
28,82,0,0,0
29,82,0,0,0
30,82,0,0,0
31,82,0,0,0
32,82,0,0,0
33,82,0,0,0
34,82,0,0,0
35,82,0,0,0
36,82,0,0,0
37,82,0,0,0
38,82,0,0,0
39,82,0,0,0
40,82,0,0,0
41,82,0,0,0
42,82,0,0,0
43,82,0,0,0
44,82,0,0,0
45,82,0,0,0
46,82,0,0,0
47,82,0,0,0
48,82,0,0,0
49,82,0,0,0
50,82,0,0,0
51,82,0,0,0
52,82,0,0,0
53,82,0,0,0
54,82,0,0,0
55,82,0,0,0
56,82,0,0,0
57,82,0,0,0
58,82,0,0,0
59,82,0,0,0
60,82,0,0,0
61,82,0,0,0
62,82,1,1,1
63,82,1,1,1
64,82,1,1,1
65,82,1,1,1
66,82,1,1,1
67,82,1,1,1
68,82,1,1,1
69,82,1,1,1
70,82,2,2,1
71,82,2,2,1
72,82,2,2,1
73,82,2,2,1
74,82,3,3,1
75,82,3,3,1
76,82,4,4,2
77,82,4,5,3
78,82,4,5,3
79,82,7,8,3
80,82,15,16,3
81,82,20,22,4
82,82,26,28,4
83,82,29,31,4
84,82,36,38,4
85,82,43,45,4
86,82,63,65,4
87,82,86,89,5
88,82,108,113,7
89,82,134,141,9
90,82,165,176,12
91,82,205,221,16
92,82,250,270,20
93,82,299,326,24
94,82,351,396,35
95,82,421,482,47
96,82,508,589,66
97,82,640,736,81
98,82,750,865,97
99,82,898,1039,117
