time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,121,0,0,0
1,121,0,0,0
2,121,0,0,0
3,121,0,0,0
4,121,0,0,0
5,121,0,0,0
6,121,0,0,0
7,121,0,0,0
8,121,0,0,0
9,121,0,0,0
10,121,0,0,0
11,121,0,0,0
12,121,0,0,0
13,121,0,0,0
14,121,0,0,0
15,121,0,0,0
16,121,0,0,0
17,121,0,0,0
18,121,0,0,0
19,121,0,0,0
20,121,0,0,0
21,121,0,0,0
22,121,0,0,0
23,121,0,0,0
24,121,0,0,0
25,121,0,0,0
26,121,0,0,0
27,121,0,0,0
28,121,0,0,0
29,121,0,0,0
30,121,0,0,0
31,121,0,0,0
32,121,0,0,0
33,121,0,0,0
34,121,0,0,0
35,121,0,0,0
36,121,0,0,0
37,121,0,0,0
38,121,0,0,0
39,121,0,0,0
40,121,0,0,0
41,121,0,0,0
42,121,0,0,0
43,121,0,0,0
44,121,0,0,0
45,121,0,0,0
46,121,0,0,0
47,121,0,0,0
48,121,0,0,0
49,121,0,0,0
50,121,0,0,0
51,121,0,0,0
52,121,0,0,0
53,121,0,0,0
54,121,0,0,0
55,121,0,0,0
56,121,0,0,0
57,121,0,0,0
58,121,0,0,0
59,121,0,0,0
60,121,0,0,0
61,121,0,0,0
62,121,0,0,0
63,121,0,0,0
64,121,0,0,0
65,121,1,1,0
66,121,2,2,0
67,121,5,5,0
68,121,5,5,0
69,121,5,6,1
70,121,5,6,1
71,121,6,8,2
72,121,7,9,2
73,121,8,10,2
74,121,8,12,4
75,121,9,13,4
76,121,10,14,5
77,121,13,17,5
78,121,14,19,6
79,121,20,25,6
80,121,24,30,6
81,121,27,33,6
82,121,35,41,6
83,121,43,51,7
84,121,60,68,7
85,121,71,82,9
86,121,83,96,10
87,121,97,116,15
88,121,117,138,15
89,121,142,166,17
90,121,162,192,22
91,121,184,224,31
92,121,223,268,36
93,121,257,315,45
94,121,290,358,52
95,121,325,407,63
96,121,387,482,73
97,121,453,561,80
98,121,502,637,96
99,121,561,722,114
