time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,68,0,0,0
1,68,0,0,0
2,68,0,0,0
3,68,0,0,0
4,68,0,0,0
5,68,0,0,0
6,68,0,0,0
7,68,0,0,0
8,68,0,0,0
9,68,0,0,0
10,68,0,0,0
11,68,0,0,0
12,68,0,0,0
13,68,0,0,0
14,68,0,0,0
15,68,0,0,0
16,68,0,0,0
17,68,0,0,0
18,68,0,0,0
19,68,0,0,0
20,68,0,0,0
21,68,0,0,0
22,68,0,0,0
23,68,0,0,0
24,68,0,0,0
25,68,0,0,0
26,68,0,0,0
27,68,0,0,0
28,68,0,0,0
29,68,0,0,0
30,68,0,0,0
31,68,0,0,0
32,68,0,0,0
33,68,0,0,0
34,68,0,0,0
35,68,0,0,0
36,68,0,0,0
37,68,0,0,0
38,68,0,0,0
39,68,0,0,0
40,68,0,0,0
41,68,0,0,0
42,68,0,0,0
43,68,0,0,0
44,68,0,0,0
45,68,0,0,0
46,68,0,0,0
47,68,0,0,0
48,68,0,0,0
49,68,0,0,0
50,68,0,0,0
51,68,0,0,0
52,68,0,0,0
53,68,0,0,0
54,68,0,0,0
55,68,0,0,0
56,68,0,0,0
57,68,0,0,0
58,68,0,0,0
59,68,0,0,0
60,68,0,0,0
61,68,0,0,0
62,68,0,0,0
63,68,0,0,0
64,68,0,0,0
65,68,0,0,0
66,68,0,0,0
67,68,0,0,0
68,68,0,0,0
69,68,0,0,0
70,68,0,0,0
71,68,0,0,0
72,68,0,0,0
73,68,0,0,0
74,68,0,0,1
75,68,0,0,1
76,68,0,0,1
77,68,0,0,1
78,68,0,0,1
79,68,0,0,1
80,68,0,0,1
81,68,0,0,1
82,68,0,0,1
83,68,0,0,1
84,68,0,0,1
85,68,1,1,1
86,68,3,3,2
87,68,5,5,2
88,68,6,6,2
89,68,7,7,2
90,68,7,7,2
91,68,10,10,2
92,68,20,20,2
93,68,27,27,2
94,68,40,40,2
95,68,56,56,2
96,68,66,67,4
97,68,71,74,6
98,68,85,89,7
99,68,102,109,9
