time,TractID,Symptomatic,Cummulative Symptomatic,Dead
0,29,0,0,0
1,29,0,0,0
2,29,0,0,0
3,29,0,0,0
4,29,0,0,0
5,29,0,0,0
6,29,0,0,0
7,29,0,0,0
8,29,0,0,0
9,29,0,0,0
10,29,0,0,0
11,29,0,0,0
12,29,0,0,0
13,29,0,0,0
14,29,0,0,0
15,29,0,0,0
16,29,0,0,0
17,29,0,0,0
18,29,0,0,0
19,29,0,0,0
20,29,0,0,0
21,29,0,0,0
22,29,0,0,0
23,29,0,0,0
24,29,0,0,0
25,29,0,0,0
26,29,0,0,0
27,29,0,0,0
28,29,0,0,0
29,29,0,0,0
30,29,0,0,0
31,29,0,0,0
32,29,0,0,0
33,29,0,0,0
34,29,0,0,0
35,29,0,0,0
36,29,0,0,0
37,29,0,0,0
38,29,0,0,0
39,29,0,0,0
40,29,0,0,0
41,29,0,0,0
42,29,0,0,0
43,29,0,0,0
44,29,0,0,0
45,29,0,0,0
46,29,0,0,0
47,29,0,0,0
48,29,0,0,0
49,29,0,0,0
50,29,0,0,0
51,29,0,0,0
52,29,0,0,0
53,29,0,0,0
54,29,0,0,0
55,29,0,0,0
56,29,0,0,0
57,29,0,0,0
58,29,0,0,0
59,29,0,0,0
60,29,0,0,0
61,29,0,0,0
62,29,0,0,0
63,29,0,0,0
64,29,0,0,0
65,29,0,0,0
66,29,0,0,0
67,29,0,0,0
68,29,0,0,0
69,29,0,0,0
70,29,0,0,0
71,29,0,0,0
72,29,0,0,0
73,29,0,0,0
74,29,0,0,0
75,29,0,0,0
76,29,1,1,0
77,29,1,1,0
78,29,1,1,0
79,29,1,1,0
80,29,4,4,0
81,29,5,5,0
82,29,5,5,0
83,29,9,9,0
84,29,14,14,0
85,29,15,15,0
86,29,17,17,0
87,29,23,23,1
88,29,26,32,7
89,29,37,43,7
90,29,47,55,8
91,29,59,67,8
92,29,77,86,9
93,29,91,102,11
94,29,103,116,12
95,29,118,134,15
96,29,139,161,21
97,29,171,202,28
98,29,207,250,39
99,29,262,308,43
